X1,airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,totalcap
0,2B,410,AER,2965,KZN,2990,160,0,50
1,2B,410,ASF,2966,KZN,2990,160,0,50
2,2B,410,ASF,2966,MRV,2962,160,0,50
3,2B,410,CEK,2968,KZN,2990,160,0,50
4,2B,410,CEK,2968,OVB,4078,160,0,50
5,2B,410,DME,4029,KZN,2990,160,0,50
6,2B,410,DME,4029,NBC,6969,160,0,50
7,2B,410,DME,4029,TGK,\N,160,0,50
8,2B,410,DME,4029,UUA,6160,160,0,50
9,2B,410,EGO,6156,KGD,2952,160,0,50
10,2B,410,EGO,6156,KZN,2990,160,0,50
11,2B,410,GYD,2922,NBC,6969,160,0,50
12,2B,410,KGD,2952,EGO,6156,160,0,50
13,2B,410,KZN,2990,AER,2965,160,0,50
14,2B,410,KZN,2990,ASF,2966,160,0,50
15,2B,410,KZN,2990,CEK,2968,160,0,50
16,2B,410,KZN,2990,DME,4029,160,0,50
17,2B,410,KZN,2990,EGO,6156,160,0,50
18,2B,410,KZN,2990,LED,2948,160,0,50
19,2B,410,KZN,2990,SVX,2975,160,0,50
20,2B,410,LED,2948,KZN,2990,160,0,50
21,2B,410,LED,2948,NBC,6969,160,0,50
22,2B,410,LED,2948,UUA,6160,160,0,50
23,2B,410,MRV,2962,ASF,2966,160,0,50
24,2B,410,NBC,6969,DME,4029,160,0,50
25,2B,410,NBC,6969,GYD,2922,160,0,50
26,2B,410,NBC,6969,LED,2948,160,0,50
27,2B,410,NBC,6969,SVX,2975,160,0,50
28,2B,410,NJC,2972,SVX,2975,160,0,50
29,2B,410,NJC,2972,UUA,6160,160,0,50
30,2B,410,NUX,4364,SVX,2975,160,0,50
31,2B,410,OVB,4078,CEK,2968,160,0,50
32,2B,410,OVB,4078,SVX,2975,160,0,50
33,2B,410,SVX,2975,KZN,2990,160,0,50
34,2B,410,SVX,2975,NBC,6969,160,0,50
35,2B,410,SVX,2975,NJC,2972,160,0,50
36,2B,410,SVX,2975,NUX,4364,160,0,50
37,2B,410,SVX,2975,OVB,4078,160,0,50
38,2B,410,TGK,\N,DME,4029,160,0,50
39,2B,410,UUA,6160,DME,4029,160,0,50
40,2B,410,UUA,6160,LED,2948,160,0,50
41,2B,410,UUA,6160,NJC,2972,160,0,50
42,2G,1654,BTK,2936,IKT,2937,160,0,160
43,2G,1654,BTK,2936,OVB,4078,160,0,160
44,2G,1654,CEK,2968,OVB,4078,160,0,160
45,2G,1654,HTA,2935,IKT,2937,160,0,160
46,2G,1654,IKT,2937,BTK,2936,160,0,160
47,2G,1654,IKT,2937,HTA,2935,160,0,160
48,2G,1654,IKT,2937,KCK,\N,160,0,160
49,2G,1654,IKT,2937,ODO,8944,160,0,160
50,2G,1654,IKT,2937,OVB,4078,160,0,160
51,2G,1654,IKT,2937,UKX,6924,160,0,160
52,2G,1654,IKT,2937,ULK,9026,160,0,160
53,2G,1654,IKT,2937,YKS,2923,160,0,160
54,2G,1654,KCK,\N,IKT,2937,160,0,160
55,2G,1654,MJZ,2925,OVB,4078,160,0,160
56,2G,1654,ODO,8944,IKT,2937,160,0,160
57,2G,1654,OVB,4078,BTK,2936,160,0,160
58,2G,1654,OVB,4078,CEK,2968,160,0,160
59,2G,1654,OVB,4078,IKT,2937,160,0,160
60,2G,1654,UKX,6924,IKT,2937,160,0,160
61,2G,1654,ULK,9026,IKT,2937,160,0,160
62,2G,1654,YKS,2923,IKT,2937,160,0,160
63,2I,8359,AYP,2786,LIM,2789,160,0,100
64,2I,8359,CUZ,2812,LIM,2789,160,0,283
65,2I,8359,CUZ,2812,PEM,2808,160,0,100
66,2I,8359,HUU,6067,LIM,2789,160,0,100
67,2I,8359,IQT,2801,PCL,2781,160,0,100
68,2I,8359,IQT,2801,TPP,2806,160,0,100
69,2I,8359,LIM,2789,AYP,2786,160,0,100
70,2I,8359,LIM,2789,CUZ,2812,160,0,283
71,2I,8359,LIM,2789,HUU,6067,160,0,100
72,2I,8359,LIM,2789,PCL,2781,160,0,289
73,2I,8359,LIM,2789,TPP,2806,160,0,288
74,2I,8359,PCL,2781,IQT,2801,160,0,100
75,2I,8359,PCL,2781,LIM,2789,160,0,289
76,2I,8359,PCL,2781,TPP,2806,160,0,100
77,2I,8359,PEM,2808,CUZ,2812,160,0,100
78,2I,8359,TPP,2806,IQT,2801,160,0,100
79,2I,8359,TPP,2806,LIM,2789,160,0,288
80,2I,8359,TPP,2806,PCL,2781,160,0,100
81,2J,470,ABJ,253,BOY,247,160,0,160
82,2J,470,ABJ,253,OUA,246,160,0,19
83,2J,470,ACC,248,OUA,246,160,0,160
84,2J,470,BKO,1044,ABJ,253,160,0,139
85,2J,470,BKO,1044,DKR,1084,160,0,139
86,2J,470,BKO,1044,OUA,246,160,0,160
87,2J,470,BOY,247,ABJ,253,160,0,160
88,2J,470,BOY,247,OUA,246,160,0,160
89,2J,470,COO,245,LFW,298,160,0,139
90,2J,470,COO,245,OUA,246,160,0,139
91,2J,470,DKR,1084,BKO,1044,160,0,139
92,2J,470,DKR,1084,OUA,246,160,0,139
93,2J,470,LFW,298,OUA,246,160,0,19
94,2J,470,NIM,280,OUA,246,160,0,160
95,2J,470,OUA,246,ABJ,253,160,0,19
96,2J,470,OUA,246,ACC,248,160,0,160
97,2J,470,OUA,246,BKO,1044,160,0,19
98,2J,470,OUA,246,BOY,247,160,0,160
99,2J,470,OUA,246,COO,245,160,0,139
100,2J,470,OUA,246,DKR,1084,160,0,139
101,2J,470,OUA,246,LFW,298,160,0,160
102,2J,470,OUA,246,NIM,280,160,0,160
103,2K,1338,BOG,2709,GYE,2673,160,0,142
104,2K,1338,BOG,2709,UIO,2688,160,0,639
105,2K,1338,CLO,2715,GYE,2673,160,0,142
106,2K,1338,GYE,2673,BOG,2709,160,0,142
107,2K,1338,GYE,2673,CLO,2715,160,0,142
108,2K,1338,GYE,2673,SCY,6045,160,0,639
109,2K,1338,GYE,2673,UIO,2688,160,0,639
110,2K,1338,OCC,2670,UIO,2688,160,0,142
111,2K,1338,SCY,6045,GYE,2673,160,0,639
112,2K,1338,UIO,2688,BOG,2709,160,0,639
113,2K,1338,UIO,2688,GYE,2673,160,0,142
114,2K,1338,UIO,2688,OCC,2670,160,0,142
115,2L,2750,BDS,1506,ZRH,1678,160,0,122
116,2L,2750,BOD,1264,ZRH,1678,160,0,122
117,2L,2750,BRS,490,ZRH,1678,160,0,122
118,2L,2750,GVA,1665,LPA,1054,160,0,142
119,2L,2750,LCA,1197,ZRH,1678,160,0,142
120,2L,2750,LPA,1054,ZRH,1678,160,0,142
121,2L,2750,RMF,4197,ZRH,1678,160,0,142
122,2L,2750,TFS,1056,GVA,1665,160,0,142
123,2L,2750,ZRH,1678,BDS,1506,160,0,122
124,2L,2750,ZRH,1678,BOD,1264,160,0,122
125,2L,2750,ZRH,1678,BRS,490,160,0,122
126,2L,2750,ZRH,1678,LCA,1197,160,0,142
127,2L,2750,ZRH,1678,LPA,1054,160,0,142
128,2L,2750,ZRH,1678,RMF,4197,160,0,142
129,2N,3652,AJR,730,LYC,719,160,0,160
130,2N,3652,ARN,149,GEV,715,160,0,160
131,2N,3652,ARN,149,HAD,709,160,0,35
132,2N,3652,ARN,149,JKG,688,160,0,19
133,2N,3652,ARN,149,KRF,718,160,0,160
134,2N,3652,ARN,149,KSD,5595,160,0,35
135,2N,3652,ARN,149,LYC,719,160,0,160
136,2N,3652,ARN,149,MHQ,442,160,0,35
137,2N,3652,ARN,149,OER,722,160,0,160
138,2N,3652,ARN,149,POR,448,160,0,35
139,2N,3652,ARN,149,TRF,664,160,0,35
140,2N,3652,ARN,149,VBY,746,160,0,19
141,2N,3652,ARN,149,VHM,729,160,0,35
142,2N,3652,ARN,149,VXO,711,160,0,35
143,2N,3652,GEV,715,ARN,149,160,0,160
144,2N,3652,GEV,715,KRF,718,160,0,160
145,2N,3652,HAD,709,ARN,149,160,0,19
146,2N,3652,HAD,709,JKG,688,160,0,19
147,2N,3652,HAD,709,VXO,711,160,0,35
148,2N,3652,HMV,5599,VHM,729,160,0,35
149,2N,3652,JKG,688,ARN,149,160,0,19
150,2N,3652,JKG,688,HAD,709,160,0,19
151,2N,3652,KOK,435,POR,448,160,0,35
152,2N,3652,KRF,718,ARN,149,160,0,160
153,2N,3652,KRF,718,GEV,715,160,0,160
154,2N,3652,KSD,5595,ARN,149,160,0,35
155,2N,3652,LYC,719,AJR,730,160,0,160
156,2N,3652,LYC,719,ARN,149,160,0,160
157,2N,3652,MHQ,442,ARN,149,160,0,35
158,2N,3652,MHQ,442,TKU,460,160,0,35
159,2N,3652,OER,722,ARN,149,160,0,160
160,2N,3652,OSL,644,VXO,711,160,0,35
161,2N,3652,POR,448,ARN,149,160,0,35
162,2N,3652,POR,448,KOK,435,160,0,35
163,2N,3652,TKU,460,MHQ,442,160,0,35
164,2N,3652,TRF,664,ARN,149,160,0,35
165,2N,3652,VBY,746,ARN,149,160,0,19
166,2N,3652,VHM,729,ARN,149,160,0,35
167,2N,3652,VHM,729,HMV,5599,160,0,35
168,2N,3652,VXO,711,ARN,149,160,0,35
169,2N,3652,VXO,711,OSL,644,160,0,35
170,2O,100,ADQ,3531,AOS,7167,160,0,160
171,2O,100,ADQ,3531,KKB,7168,160,0,160
172,2O,100,ADQ,3531,KLN,7162,160,0,160
173,2O,100,ADQ,3531,KOZ,7164,160,0,160
174,2O,100,ADQ,3531,OLH,7163,160,0,160
175,2O,100,AOS,7167,KZB,7176,160,0,160
176,2O,100,KKB,7168,SYB,7173,160,0,160
177,2O,100,KLN,7162,KYK,7161,160,0,160
178,2O,100,KOZ,7164,ORI,7165,160,0,160
179,2O,100,SYB,7173,KPR,7172,160,0,160
180,2P,897,BSO,6019,MNL,2397,160,0,78
181,2P,897,BXU,4200,MNL,2397,160,0,179
182,2P,897,CBO,2399,MNL,2397,160,0,179
183,2P,897,CGY,2400,MNL,2397,160,0,179
184,2P,897,CRM,6024,MNL,2397,160,0,78
185,2P,897,DGT,2425,MNL,2397,160,0,179
186,2P,897,DWC,8076,MNL,2397,160,0,412
187,2P,897,GES,2402,MNL,2397,Y,0,179
188,2P,897,KLO,2430,MNL,2397,160,0,179
189,2P,897,LGP,4203,MNL,2397,160,0,179
190,2P,897,MNL,2397,BSO,6019,160,0,78
191,2P,897,MNL,2397,BXU,4200,160,0,179
192,2P,897,MNL,2397,CBO,2399,160,0,179
193,2P,897,MNL,2397,CGY,2400,160,0,179
194,2P,897,MNL,2397,CRM,6024,160,0,78
195,2P,897,MNL,2397,DGT,2425,160,0,179
196,2P,897,MNL,2397,DWC,8076,160,0,412
197,2P,897,MNL,2397,GES,2402,Y,0,179
198,2P,897,MNL,2397,KLO,2430,160,0,179
199,2P,897,MNL,2397,LGP,4203,160,0,179
200,2P,897,MNL,2397,MPH,2426,160,0,56
201,2P,897,MNL,2397,OZC,4204,160,0,179
202,2P,897,MNL,2397,PPS,2433,160,0,179
203,2P,897,MNL,2397,RXS,6026,160,0,179
204,2P,897,MNL,2397,SUG,6016,160,0,78
205,2P,897,MNL,2397,TUG,6021,160,0,78
206,2P,897,MNL,2397,ZAM,2404,160,0,179
207,2P,897,MPH,2426,MNL,2397,160,0,56
208,2P,897,OZC,4204,MNL,2397,160,0,179
209,2P,897,PPS,2433,MNL,2397,160,0,179
210,2P,897,RXS,6026,MNL,2397,160,0,179
211,2P,897,SUG,6016,MNL,2397,160,0,78
212,2P,897,TUG,6021,MNL,2397,160,0,78
213,2P,897,ZAM,2404,MNL,2397,160,0,179
214,2Z,1729,AUX,7376,PMW,4214,160,0,66
215,2Z,1729,BRA,7373,BSB,2531,160,0,66
216,2Z,1729,BRA,7373,SSA,2621,160,0,66
217,2Z,1729,BSB,2531,BRA,7373,160,0,66
218,2Z,1729,BSB,2531,OPS,7367,160,0,66
219,2Z,1729,BSB,2531,RAO,2613,160,0,66
220,2Z,1729,CAC,2535,GRU,2564,160,0,66
221,2Z,1729,CGB,2548,GYN,2562,160,0,66
222,2Z,1729,CGB,2548,OPS,7367,160,0,66
223,2Z,1729,CGR,2538,DOU,7380,160,0,66
224,2Z,1729,DOU,7380,CGR,2538,160,0,66
225,2Z,1729,DOU,7380,GRU,2564,160,0,66
226,2Z,1729,GIG,2560,RAO,2613,160,0,66
227,2Z,1729,GRU,2564,CAC,2535,160,0,66
228,2Z,1729,GRU,2564,DOU,7380,160,0,66
229,2Z,1729,GRU,2564,RAO,2613,160,0,66
230,2Z,1729,GRU,2564,UBA,2635,160,0,66
231,2Z,1729,GRU,2564,UDI,2633,160,0,66
232,2Z,1729,GRU,2564,VDC,6039,160,0,66
233,2Z,1729,GYN,2562,CGB,2548,160,0,66
234,2Z,1729,GYN,2562,PMW,4214,160,0,66
235,2Z,1729,GYN,2562,RAO,2613,160,0,66
236,2Z,1729,GYN,2562,UDI,2633,160,0,66
237,2Z,1729,OPS,7367,BSB,2531,160,0,66
238,2Z,1729,OPS,7367,CGB,2548,160,0,66
239,2Z,1729,PLU,2528,RAO,2613,160,0,66
240,2Z,1729,PMW,4214,AUX,7376,160,0,66
241,2Z,1729,PMW,4214,GYN,2562,160,0,66
242,2Z,1729,RAO,2613,BSB,2531,160,0,66
243,2Z,1729,RAO,2613,GIG,2560,160,0,66
244,2Z,1729,RAO,2613,GRU,2564,160,0,66
245,2Z,1729,RAO,2613,GYN,2562,160,0,66
246,2Z,1729,RAO,2613,PLU,2528,160,0,66
247,2Z,1729,RAO,2613,SJP,2619,160,0,66
248,2Z,1729,RAO,2613,UDI,2633,160,0,66
249,2Z,1729,SJP,2619,RAO,2613,160,0,66
250,2Z,1729,SSA,2621,BRA,7373,160,0,66
251,2Z,1729,SSA,2621,VDC,6039,160,0,66
252,2Z,1729,UBA,2635,GRU,2564,160,0,66
253,2Z,1729,UBA,2635,UDI,2633,160,0,66
254,2Z,1729,UDI,2633,GRU,2564,160,0,66
255,2Z,1729,UDI,2633,GYN,2562,160,0,66
256,2Z,1729,UDI,2633,RAO,2613,160,0,66
257,2Z,1729,UDI,2633,UBA,2635,160,0,66
258,2Z,1729,VDC,6039,GRU,2564,160,0,66
259,2Z,1729,VDC,6039,SSA,2621,160,0,66
260,3E,10739,BRL,5726,ORD,3830,160,0,160
261,3E,10739,BRL,5726,STL,3678,160,0,160
262,3E,10739,DEC,4042,ORD,3830,160,0,160
263,3E,10739,DEC,4042,STL,3678,160,0,160
264,3E,10739,JBR,3591,STL,3678,160,0,160
265,3E,10739,ORD,3830,BRL,5726,160,0,160
266,3E,10739,ORD,3830,DEC,4042,160,0,160
267,3E,10739,STL,3678,BRL,5726,160,0,160
268,3E,10739,STL,3678,DEC,4042,160,0,160
269,3E,10739,STL,3678,JBR,3591,160,0,160
270,3F,16262,CGA,7144,HYL,7145,160,0,160
271,3F,16262,CGA,7144,KTN,3808,160,0,160
272,3F,16262,HYL,7145,CGA,7144,160,0,160
273,3F,16262,HYL,7145,KTB,7147,160,0,160
274,3F,16262,HYL,7145,KTN,3808,160,0,160
275,3F,16262,KTB,7147,HYL,7145,160,0,160
276,3F,16262,KTB,7147,KTN,3808,160,0,160
277,3F,16262,KTN,3808,CGA,7144,160,0,160
278,3F,16262,KTN,3808,HYL,7145,160,0,160
279,3F,16262,KTN,3808,KTB,7147,160,0,160
280,3F,16262,KTN,3808,MTM,7146,160,0,160
281,3F,16262,MTM,7146,KTN,3808,160,0,160
282,3G,595,ACC,248,DKR,1084,160,0,142
283,3G,595,ACC,248,LOS,273,160,0,142
284,3G,595,ACC,248,ROB,1063,160,0,142
285,3G,595,BCN,1218,BJL,1050,160,0,142
286,3G,595,BJL,1050,BCN,1218,160,0,142
287,3G,595,BJL,1050,DKR,1084,160,0,142
288,3G,595,BJL,1050,FNA,1059,160,0,142
289,3G,595,CKY,4162,OXB,5665,160,0,142
290,3G,595,DKR,1084,ACC,248,160,0,142
291,3G,595,DKR,1084,BJL,1050,160,0,142
292,3G,595,DKR,1084,DLA,897,160,0,142
293,3G,595,DKR,1084,FNA,1059,160,0,142
294,3G,595,DKR,1084,LOS,273,160,0,142
295,3G,595,DKR,1084,OXB,5665,160,0,142
296,3G,595,DLA,897,DKR,1084,160,0,142
297,3G,595,DLA,897,LOS,273,160,0,142
298,3G,595,FNA,1059,BJL,1050,160,0,142
299,3G,595,FNA,1059,DKR,1084,160,0,142
300,3G,595,FNA,1059,LGW,502,160,0,142
301,3G,595,FNA,1059,ROB,1063,160,0,142
302,3G,595,LGW,502,FNA,1059,160,0,142
303,3G,595,LOS,273,ACC,248,160,0,142
304,3G,595,LOS,273,DKR,1084,160,0,142
305,3G,595,LOS,273,DLA,897,160,0,142
306,3G,595,LOS,273,ROB,1063,160,0,142
307,3G,595,OXB,5665,CKY,4162,160,0,142
308,3G,595,OXB,5665,DKR,1084,160,0,142
309,3G,595,ROB,1063,ACC,248,160,0,142
310,3G,595,ROB,1063,FNA,1059,160,0,142
311,3G,595,ROB,1063,LOS,273,160,0,142
312,3H,\N,AKV,5506,YIK,5504,160,0,160
313,3H,\N,AKV,5506,YPX,6727,160,0,160
314,3H,\N,XGR,5512,YVP,154,160,0,19
315,3H,\N,YGL,62,YGW,5496,160,0,19
316,3H,\N,YGL,62,YPX,6727,160,0,160
317,3H,\N,YGL,62,YUL,100,160,0,160
318,3H,\N,YGW,5496,YGL,62,160,0,19
319,3H,\N,YGW,5496,YPH,5520,160,0,160
320,3H,\N,YGW,5496,YSK,5529,160,0,160
321,3H,\N,YGW,5496,YUD,5515,160,0,160
322,3H,\N,YGW,5496,YUL,100,160,0,160
323,3H,\N,YGW,5496,YUY,149,160,0,160
324,3H,\N,YIK,5504,AKV,5506,160,0,160
325,3H,\N,YIK,5504,YZG,5535,160,0,160
326,3H,\N,YKG,5481,YPJ,5508,160,0,19
327,3H,\N,YKG,5481,YQC,5499,160,0,160
328,3H,\N,YKG,5481,YVP,154,160,0,19
329,3H,\N,YKL,80,YQB,111,160,0,160
330,3H,\N,YKL,80,YVP,154,160,0,19
331,3H,\N,YKL,80,YWK,161,160,0,160
332,3H,\N,YKL,80,YZV,202,160,0,19
333,3H,\N,YPH,5520,YPX,6727,160,0,19
334,3H,\N,YPH,5520,YUD,5515,160,0,160
335,3H,\N,YPH,5520,YVP,154,160,0,160
336,3H,\N,YPJ,5508,YKG,5481,160,0,19
337,3H,\N,YPJ,5508,YTQ,6728,160,0,19
338,3H,\N,YPJ,5508,YVP,154,160,0,19
339,3H,\N,YPX,6727,AKV,5506,160,0,160
340,3H,\N,YPX,6727,YGL,62,160,0,160
341,3H,\N,YPX,6727,YPH,5520,160,0,160
342,3H,\N,YPX,6727,YVP,154,160,0,160
343,3H,\N,YQB,111,YKL,80,160,0,160
344,3H,\N,YQB,111,YUL,100,160,0,160
345,3H,\N,YQC,5499,YKG,5481,160,0,160
346,3H,\N,YQC,5499,YWB,7253,160,0,160
347,3H,\N,YSK,5529,YGW,5496,160,0,160
348,3H,\N,YSK,5529,YUD,5515,160,0,160
349,3H,\N,YTQ,6728,YPJ,5508,160,0,19
350,3H,\N,YTQ,6728,YVP,154,160,0,19
351,3H,\N,YUD,5515,YGW,5496,160,0,160
352,3H,\N,YUD,5515,YPH,5520,160,0,160
353,3H,\N,YUD,5515,YSK,5529,160,0,160
354,3H,\N,YUL,100,YGL,62,160,0,160
355,3H,\N,YUL,100,YGW,5496,160,0,160
356,3H,\N,YUL,100,YQB,111,160,0,160
357,3H,\N,YUL,100,YUY,149,160,0,160
358,3H,\N,YUY,149,YGW,5496,160,0,160
359,3H,\N,YUY,149,YUL,100,160,0,160
360,3H,\N,YVP,154,XGR,5512,160,0,19
361,3H,\N,YVP,154,YGW,5496,160,0,160
362,3H,\N,YVP,154,YKG,5481,160,0,160
363,3H,\N,YVP,154,YKL,80,160,0,19
364,3H,\N,YVP,154,YPH,5520,160,0,160
365,3H,\N,YVP,154,YPJ,5508,160,0,19
366,3H,\N,YVP,154,YPX,6727,160,0,160
367,3H,\N,YVP,154,YTQ,6728,160,0,19
368,3H,\N,YWB,7253,YQC,5499,160,0,160
369,3H,\N,YWB,7253,YZG,5535,160,0,160
370,3H,\N,YWK,161,YKL,80,160,0,160
371,3H,\N,YWK,161,YZV,202,160,0,160
372,3H,\N,YZG,5535,YIK,5504,160,0,160
373,3H,\N,YZG,5535,YWB,7253,160,0,160
374,3H,\N,YZV,202,YKL,80,160,0,19
375,3H,\N,YZV,202,YWK,161,160,0,160
376,3J,5521,JIB,4119,DXB,2188,160,0,149
377,3J,5521,JIB,4119,JED,2072,160,0,149
378,3J,5521,JIB,4119,MGQ,5687,160,0,149
379,3J,5521,MGQ,5687,NBO,4059,160,0,149
380,3J,5521,NBO,4059,MGQ,5687,160,0,149
381,3K,3021,BKK,3885,SIN,3316,160,0,179
382,3K,3021,DRW,3999,SIN,3316,160,0,179
383,3K,3021,HAK,4120,SIN,3316,160,0,179
384,3K,3021,HGH,3386,SIN,3316,160,0,179
385,3K,3021,HKG,3077,SIN,3316,160,0,179
386,3K,3021,HKT,3179,SIN,3316,160,0,179
387,3K,3021,KIX,3992,MNL,2397,160,0,179
388,3K,3021,KIX,3992,TPE,2276,160,0,179
389,3K,3021,KUL,3304,SIN,3316,160,0,179
390,3K,3021,MNL,2397,KIX,3992,160,0,179
391,3K,3021,MNL,2397,SIN,3316,160,0,179
392,3K,3021,PEN,3308,SIN,3316,160,0,179
393,3K,3021,PER,3351,SIN,3316,160,0,179
394,3K,3021,PNH,3034,SIN,3316,160,0,179
395,3K,3021,REP,3035,SIN,3316,160,0,179
396,3K,3021,RGN,3239,SIN,3316,160,0,179
397,3K,3021,SGN,3205,SIN,3316,160,0,179
398,3K,3021,SIN,3316,BKK,3885,160,0,179
399,3K,3021,SIN,3316,DRW,3999,160,0,179
400,3K,3021,SIN,3316,HAK,4120,160,0,179
401,3K,3021,SIN,3316,HGH,3386,160,0,179
402,3K,3021,SIN,3316,HKG,3077,160,0,179
403,3K,3021,SIN,3316,HKT,3179,160,0,179
404,3K,3021,SIN,3316,KUL,3304,160,0,179
405,3K,3021,SIN,3316,MNL,2397,160,0,179
406,3K,3021,SIN,3316,PEN,3308,160,0,179
407,3K,3021,SIN,3316,PER,3351,160,0,179
408,3K,3021,SIN,3316,PNH,3034,160,0,179
409,3K,3021,SIN,3316,REP,3035,160,0,179
410,3K,3021,SIN,3316,RGN,3239,160,0,179
411,3K,3021,SIN,3316,SGN,3205,160,0,179
412,3K,3021,SIN,3316,SWA,4302,160,0,179
413,3K,3021,SIN,3316,TPE,2276,160,0,179
414,3K,3021,SWA,4302,SIN,3316,160,0,179
415,3K,3021,TPE,2276,KIX,3992,160,0,179
416,3K,3021,TPE,2276,SIN,3316,160,0,179
417,3L,2916,ACH,1679,EBA,1558,160,0,56
418,3L,2916,DRS,338,ZRH,1678,160,0,56
419,3L,2916,DUS,359,FDH,382,160,0,56
420,3L,2916,EBA,1558,ACH,1679,160,0,56
421,3L,2916,EBA,1558,FDH,382,160,0,56
422,3L,2916,EBA,1558,MUC,419,160,0,56
423,3L,2916,EBA,1558,ZRH,1678,160,0,56
424,3L,2916,FDH,382,DUS,359,160,0,56
425,3L,2916,FDH,382,EBA,1558,160,0,56
426,3L,2916,FDH,382,HAM,360,160,0,66
427,3L,2916,FDH,382,OLB,1520,160,0,66
428,3L,2916,FDH,382,TXL,351,160,0,66
429,3L,2916,FDH,382,ZAD,1209,160,0,66
430,3L,2916,FMM,3986,NAP,1561,160,0,66
431,3L,2916,GRZ,1609,ZRH,1678,160,0,56
432,3L,2916,HAM,360,FDH,382,160,0,66
433,3L,2916,MUC,419,EBA,1558,160,0,56
434,3L,2916,NAP,1561,FMM,3986,160,0,66
435,3L,2916,OLB,1520,FDH,382,160,0,66
436,3L,2916,SZG,1612,ZRH,1678,160,0,56
437,3L,2916,TXL,351,FDH,382,160,0,66
438,3L,2916,ZAD,1209,FDH,382,160,0,66
439,3L,2916,ZRH,1678,DRS,338,160,0,56
440,3L,2916,ZRH,1678,EBA,1558,160,0,56
441,3L,2916,ZRH,1678,GRZ,1609,160,0,56
442,3L,2916,ZRH,1678,SZG,1612,160,0,56
443,3M,20710,ATL,3682,LWB,6958,160,0,35
444,3M,20710,ATL,3682,MCN,3754,160,0,35
445,3M,20710,ATL,3682,MEI,4335,160,0,35
446,3M,20710,ATL,3682,MSL,5756,160,0,35
447,3M,20710,ATL,3682,PIB,5759,160,0,35
448,3M,20710,ATL,3682,TUP,5773,160,0,35
449,3M,20710,BIM,1937,FLL,3533,160,0,35
450,3M,20710,ELH,1943,FLL,3533,160,0,35
451,3M,20710,ELH,1943,PBI,3722,160,0,35
452,3M,20710,EYW,3875,FLL,3533,160,0,35
453,3M,20710,EYW,3875,RSW,3793,160,0,35
454,3M,20710,EYW,3875,TPA,3646,160,0,35
455,3M,20710,FLL,3533,BIM,1937,160,0,35
456,3M,20710,FLL,3533,ELH,1943,160,0,35
457,3M,20710,FLL,3533,EYW,3875,160,0,35
458,3M,20710,FLL,3533,FPO,1948,160,0,35
459,3M,20710,FLL,3533,GGT,1941,160,0,35
460,3M,20710,FLL,3533,GHB,1944,160,0,35
461,3M,20710,FLL,3533,MCO,3878,160,0,35
462,3M,20710,FLL,3533,MHH,1930,160,0,35
463,3M,20710,FLL,3533,TCB,1934,160,0,35
464,3M,20710,FLL,3533,TPA,3646,160,0,35
465,3M,20710,FPO,1948,FLL,3533,160,0,35
466,3M,20710,GGT,1941,FLL,3533,160,0,35
467,3M,20710,GGT,1941,GHB,1944,160,0,35
468,3M,20710,GHB,1944,FLL,3533,160,0,35
469,3M,20710,GLH,6130,TUP,5773,160,0,35
470,3M,20710,GNV,3472,MCO,3878,160,0,35
471,3M,20710,GNV,3472,TPA,3646,160,0,35
472,3M,20710,JAX,3712,MHH,1930,160,0,35
473,3M,20710,JAX,3712,TPA,3646,160,0,35
474,3M,20710,LWB,6958,ATL,3682,160,0,35
475,3M,20710,MCN,3754,ATL,3682,160,0,35
476,3M,20710,MCN,3754,MCO,3878,160,0,35
477,3M,20710,MCO,3878,FLL,3533,160,0,35
478,3M,20710,MCO,3878,GNV,3472,160,0,35
479,3M,20710,MCO,3878,MCN,3754,160,0,35
480,3M,20710,MCO,3878,MHH,1930,160,0,35
481,3M,20710,MCO,3878,PNS,3564,160,0,35
482,3M,20710,MCO,3878,RSW,3793,160,0,35
483,3M,20710,MCO,3878,TLH,3698,160,0,35
484,3M,20710,MEI,4335,ATL,3682,160,0,35
485,3M,20710,MHH,1930,FLL,3533,160,0,35
486,3M,20710,MHH,1930,JAX,3712,160,0,35
487,3M,20710,MHH,1930,MCO,3878,160,0,35
488,3M,20710,MHH,1930,PBI,3722,160,0,35
489,3M,20710,MSL,5756,ATL,3682,160,0,35
490,3M,20710,PBI,3722,ELH,1943,160,0,35
491,3M,20710,PBI,3722,MHH,1930,160,0,35
492,3M,20710,PBI,3722,TPA,3646,160,0,35
493,3M,20710,PIB,5759,ATL,3682,160,0,19
494,3M,20710,PNS,3564,MCO,3878,160,0,35
495,3M,20710,PNS,3564,TPA,3646,160,0,35
496,3M,20710,RSW,3793,EYW,3875,160,0,35
497,3M,20710,RSW,3793,MCO,3878,160,0,35
498,3M,20710,TCB,1934,FLL,3533,160,0,35
499,3M,20710,TLH,3698,MCO,3878,160,0,35
500,3M,20710,TLH,3698,TPA,3646,160,0,35
501,3M,20710,TPA,3646,EYW,3875,160,0,35
502,3M,20710,TPA,3646,FLL,3533,160,0,35
503,3M,20710,TPA,3646,GNV,3472,160,0,35
504,3M,20710,TPA,3646,JAX,3712,160,0,35
505,3M,20710,TPA,3646,PBI,3722,160,0,35
506,3M,20710,TPA,3646,PNS,3564,160,0,35
507,3M,20710,TPA,3646,TLH,3698,160,0,35
